,agreement,business,chicago,city,consultant,contract,contractor,date,department,may,mbe,must,name,order,required,section,services,shall,wbe,work,Contract Type
268,26,8,10,29,0,16,2,18,12,5,0,7,25,2,3,2,12,1,0,3,Delegate Agency
269,33,4,19,25,0,11,1,16,20,15,0,36,15,3,11,7,79,6,0,2,Delegate Agency
270,242,16,24,253,0,22,7,22,33,55,4,103,10,12,24,36,93,9,3,12,Delegate Agency
271,151,13,12,228,0,28,4,20,72,54,1,70,13,14,22,29,82,10,1,20,Delegate Agency
272,28,0,12,46,0,10,0,12,42,7,0,20,21,0,6,2,47,0,0,18,Delegate Agency
273,22,0,21,39,0,20,1,13,21,14,0,21,23,2,5,5,48,3,0,0,Delegate Agency
274,8,0,12,20,0,10,0,9,12,5,0,7,15,0,6,1,10,0,0,13,Delegate Agency
275,159,35,56,299,1,40,227,33,63,56,0,112,36,9,17,32,39,22,0,17,Delegate Agency
276,30,0,4,18,0,1,1,9,9,6,0,5,7,0,0,1,11,0,0,3,Delegate Agency
277,2,0,1,5,0,11,4,1,2,0,0,1,0,2,0,1,2,0,0,0,Delegate Agency
278,139,12,18,198,0,18,213,7,62,44,2,54,17,11,14,14,70,2,0,24,Delegate Agency
279,7,1,6,7,0,3,0,8,4,5,0,2,5,0,1,1,3,0,0,1,Delegate Agency
280,8,0,8,4,0,8,8,3,7,0,0,11,4,0,0,0,1,2,0,0,Delegate Agency
281,290,78,39,363,1,42,11,41,35,68,1,183,39,13,30,55,115,9,0,42,Delegate Agency
282,27,1,20,28,0,7,0,13,8,15,0,6,7,0,4,1,17,2,0,1,Delegate Agency
283,21,1,13,38,0,20,1,9,19,7,0,9,17,0,0,1,20,1,0,13,Delegate Agency
284,28,1,16,32,0,9,0,14,16,8,0,32,26,1,6,1,26,2,0,1,Delegate Agency
285,29,0,8,23,0,5,0,12,10,12,0,6,10,0,2,1,14,0,0,2,Delegate Agency
286,1,0,9,33,1,8,2,10,34,30,0,20,3,2,12,3,15,2,0,4,Delegate Agency
287,21,0,22,41,0,27,0,15,13,3,0,3,32,0,1,5,16,0,0,1,Delegate Agency
288,132,10,33,210,0,30,33,13,69,38,2,73,24,9,20,16,93,7,1,25,Delegate Agency
289,8,0,20,20,0,12,1,11,26,9,0,31,15,2,6,5,82,5,0,3,Delegate Agency
290,26,0,16,35,0,14,0,17,26,9,0,11,20,0,1,1,24,0,0,2,Delegate Agency
291,296,15,49,345,0,37,8,32,46,69,3,151,22,15,37,43,146,14,3,27,Delegate Agency
292,16,0,29,20,0,9,0,18,16,6,0,6,17,1,3,6,35,0,0,10,Delegate Agency
293,6,0,3,2,0,2,4,1,3,0,0,0,1,0,0,0,2,1,0,0,Delegate Agency
294,9,0,15,5,0,5,9,4,7,2,0,1,8,2,1,0,6,0,0,1,Delegate Agency
295,27,0,8,23,0,11,0,10,21,19,0,19,8,1,4,6,65,5,0,7,Delegate Agency
296,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,Delegate Agency
297,8,0,7,15,0,9,0,7,4,1,0,2,9,0,1,1,2,0,0,1,Delegate Agency
298,29,0,11,36,0,18,2,16,26,6,0,19,13,0,6,2,18,0,0,14,Delegate Agency
299,13,0,10,10,0,5,6,3,9,0,0,4,3,0,2,2,23,0,0,8,Delegate Agency
300,12,0,5,9,0,0,0,4,4,0,0,1,5,0,0,1,1,2,0,0,Delegate Agency
301,29,19,24,91,1,29,2,14,11,16,0,19,32,2,6,21,20,5,0,8,Delegate Agency
302,107,3,21,101,0,30,2,29,47,20,0,50,61,16,18,26,98,16,0,15,Delegate Agency
303,30,1,31,31,0,7,0,13,13,8,0,22,21,2,9,2,25,4,0,5,Delegate Agency
304,29,4,20,27,0,12,2,15,32,24,0,40,15,5,14,6,105,5,0,4,Delegate Agency
305,78,1,14,62,0,8,6,23,23,13,0,39,15,10,17,36,35,12,0,11,Delegate Agency
306,30,0,9,32,0,7,0,20,14,7,0,5,19,0,3,1,23,0,0,7,Delegate Agency
307,8,0,4,8,0,3,7,1,2,0,0,1,1,3,0,0,5,0,0,0,Delegate Agency
308,23,0,8,23,0,11,1,11,19,11,0,5,10,1,0,1,15,1,0,3,Delegate Agency
309,97,10,16,102,0,27,41,15,71,42,0,83,16,20,30,52,135,21,0,32,Delegate Agency
310,149,11,59,243,0,49,41,18,141,50,2,110,76,23,51,16,141,3,1,34,Delegate Agency
311,375,17,43,328,1,20,438,32,29,93,1,236,5,30,46,58,132,2,1,24,Delegate Agency
312,26,0,10,32,0,8,0,10,22,6,0,14,22,0,3,2,22,0,0,3,Delegate Agency
313,91,15,20,112,1,31,5,14,70,50,0,84,14,14,31,50,167,18,0,33,Delegate Agency
314,153,8,89,259,0,50,283,37,68,65,2,95,17,13,23,47,127,36,2,13,Delegate Agency
315,167,3,38,221,0,32,296,25,55,58,2,105,22,18,8,16,41,3,2,22,Delegate Agency
316,26,8,20,36,0,11,0,19,33,17,0,6,13,1,5,1,44,2,0,4,Delegate Agency
317,23,0,15,28,0,5,0,7,16,8,0,6,9,1,1,1,15,1,0,2,Delegate Agency
318,30,1,17,32,0,4,1,13,15,7,0,19,23,1,10,2,25,4,0,5,Delegate Agency
319,26,1,9,25,0,7,0,12,10,10,0,9,9,0,3,1,15,0,0,2,Delegate Agency
320,30,4,18,27,0,14,1,16,35,20,0,41,18,3,13,6,113,5,0,4,Delegate Agency
321,270,23,26,298,0,49,8,26,122,94,0,100,12,25,47,64,154,42,0,32,Delegate Agency
322,22,1,26,29,1,9,0,14,25,29,0,15,22,0,9,2,45,1,0,18,Delegate Agency
323,166,43,30,311,1,48,5,31,84,69,1,117,37,14,16,50,60,11,0,51,Delegate Agency
324,184,48,51,292,3,47,7,31,88,72,0,111,45,16,26,45,69,7,0,37,Delegate Agency
325,98,11,12,103,0,28,41,13,65,43,0,84,10,20,30,54,124,21,0,32,Delegate Agency
326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Delegate Agency
327,10,2,19,27,0,7,0,11,12,1,0,8,19,0,2,0,11,0,0,19,Delegate Agency
328,27,0,8,27,0,11,0,11,20,7,0,13,21,0,1,1,23,0,0,2,Delegate Agency
329,24,19,8,35,0,20,2,15,16,10,0,10,20,0,1,1,13,1,0,6,Delegate Agency
330,184,47,81,343,1,53,9,29,73,70,2,116,42,13,27,47,144,12,2,18,Delegate Agency
331,19,0,10,33,0,20,1,13,19,5,0,12,16,0,1,0,17,1,0,17,Delegate Agency
332,1,0,3,5,0,10,5,3,2,0,0,1,0,2,0,0,4,0,0,0,Delegate Agency
333,241,16,21,273,0,35,5,22,79,68,1,111,19,18,32,39,96,17,1,30,Delegate Agency
334,72,15,21,92,0,17,2,18,35,40,0,29,11,6,15,25,54,21,0,11,Delegate Agency
335,31,0,16,42,0,29,0,16,21,11,0,8,27,2,5,1,39,0,0,2,Delegate Agency
336,150,10,33,217,1,24,43,15,68,46,1,84,20,11,17,17,110,4,0,22,Delegate Agency
337,180,52,47,295,1,45,7,36,75,72,2,108,50,14,27,44,65,9,1,26,Delegate Agency
338,20,3,10,14,0,7,1,6,13,7,0,24,4,0,2,3,20,24,0,5,Delegate Agency
339,31,0,16,35,0,16,0,15,20,11,0,5,20,3,7,1,32,0,0,2,Delegate Agency
340,31,0,15,35,1,15,1,12,33,10,0,14,15,4,2,1,62,0,0,3,Delegate Agency
341,19,3,28,9,0,13,30,15,24,5,0,11,15,6,3,4,5,7,0,6,Delegate Agency
342,89,25,14,124,0,17,121,7,45,24,2,46,17,7,14,8,45,0,2,31,Delegate Agency
343,253,42,107,330,17,38,273,42,42,75,0,143,43,10,34,62,105,5,0,30,Delegate Agency
344,25,0,10,41,0,10,0,11,28,7,0,18,19,0,6,2,27,0,0,19,Delegate Agency
345,25,0,12,28,0,16,0,15,29,11,0,19,23,2,6,1,54,0,0,17,Delegate Agency
346,155,15,15,228,0,30,4,18,72,54,1,75,12,15,21,32,98,10,1,27,Delegate Agency
347,31,0,16,40,0,13,0,12,20,6,0,7,24,2,5,1,37,0,0,2,Delegate Agency
348,22,0,11,35,0,11,0,5,30,11,0,15,17,1,6,1,22,1,0,12,Delegate Agency
349,23,2,7,42,0,13,4,10,20,7,0,21,21,2,9,15,30,9,0,3,Delegate Agency
350,81,1,17,66,0,10,6,24,27,14,0,40,19,10,18,37,34,14,0,11,Delegate Agency
351,191,55,39,337,1,51,7,31,77,69,1,120,45,16,34,46,130,10,1,32,Delegate Agency
352,21,3,123,36,0,33,0,17,23,27,0,21,23,2,11,6,49,2,0,10,Delegate Agency
353,21,1,17,33,0,21,5,8,15,6,0,17,16,1,1,1,45,2,0,10,Delegate Agency
354,22,1,8,18,0,10,0,10,15,13,0,18,4,0,5,9,70,6,0,5,Delegate Agency
355,15,8,10,30,0,21,1,10,18,5,0,8,15,0,0,1,13,1,0,15,Delegate Agency
356,25,0,13,20,0,13,1,7,9,4,0,6,9,7,1,2,45,6,0,5,Delegate Agency
357,138,11,18,200,0,17,212,6,60,45,2,53,12,11,14,14,72,3,0,19,Delegate Agency
358,32,0,21,34,0,6,0,15,22,7,0,9,16,0,3,1,18,0,0,16,Delegate Agency
359,148,12,22,215,0,23,228,10,63,46,2,67,16,10,16,13,74,2,0,28,Delegate Agency
360,181,20,35,225,0,34,43,23,61,73,1,124,7,20,34,31,167,11,0,39,Delegate Agency
361,22,8,9,34,0,20,1,13,18,6,0,7,15,2,2,1,18,1,0,8,Delegate Agency
362,7,0,3,8,0,2,7,2,2,3,0,2,3,1,0,1,2,0,0,0,Delegate Agency
363,29,4,16,26,0,11,1,14,41,16,0,38,17,3,11,6,104,5,0,5,Delegate Agency
364,9,0,4,8,0,3,7,1,4,0,0,2,0,1,0,0,4,2,0,0,Delegate Agency
365,29,4,15,28,0,10,1,14,32,20,0,38,18,4,13,6,105,5,0,6,Delegate Agency
366,0,0,0,0,0,1,0,2,0,3,0,1,1,0,1,0,0,0,0,0,Delegate Agency
367,28,0,18,32,0,14,1,15,30,15,0,26,20,2,6,5,61,2,0,2,Delegate Agency
368,15,0,18,17,0,12,0,14,16,9,0,8,25,4,5,1,45,0,0,10,Delegate Agency
369,25,0,11,38,0,17,2,15,20,6,0,12,14,0,6,1,20,1,0,10,Delegate Agency
370,23,4,35,26,1,10,1,13,46,8,0,6,108,2,1,4,28,4,0,4,Delegate Agency
371,241,15,25,272,0,32,6,22,82,66,1,102,19,19,28,37,98,17,0,31,Delegate Agency
372,308,34,42,365,1,42,9,33,42,80,2,168,36,15,43,64,148,10,1,30,Delegate Agency
373,160,7,45,269,1,66,9,31,67,66,1,126,38,12,13,36,7,23,1,18,Delegate Agency
374,139,12,17,201,0,19,214,7,61,44,2,53,16,12,15,14,73,2,0,27,Delegate Agency
375,24,1,21,24,0,7,1,13,23,13,0,16,24,0,12,2,49,1,0,17,Delegate Agency
376,25,0,8,26,0,4,0,7,32,8,0,6,9,0,3,1,35,1,0,17,Delegate Agency
377,27,0,15,33,0,12,0,10,24,6,0,4,16,0,0,1,18,1,0,2,Delegate Agency
378,28,1,12,31,0,4,0,8,4,5,0,18,6,0,8,2,15,4,0,5,Delegate Agency
379,30,2,12,33,0,12,4,7,12,12,0,5,22,3,9,16,56,15,0,8,Delegate Agency
380,10,0,16,25,0,11,0,15,19,3,0,10,26,1,5,1,42,0,0,16,Delegate Agency
381,140,4,23,142,0,25,219,18,66,49,2,74,21,12,12,8,17,4,0,23,Delegate Agency
382,27,4,22,27,0,12,1,18,30,20,0,38,17,4,12,6,96,5,0,4,Delegate Agency
383,155,11,84,261,2,45,7,40,75,60,3,120,54,13,9,31,15,6,2,28,Delegate Agency
384,253,25,28,236,0,16,257,23,28,49,2,140,16,9,28,30,82,2,3,26,Delegate Agency
385,25,0,6,23,0,10,2,14,22,8,0,7,8,2,0,1,61,1,0,3,Delegate Agency
386,24,0,7,26,0,5,0,7,15,8,0,6,9,1,1,1,15,1,0,2,Delegate Agency
387,56,0,23,48,0,6,6,7,11,14,0,31,15,6,14,24,59,9,0,20,Delegate Agency
388,32,5,16,30,3,9,0,15,19,6,0,8,35,1,4,1,38,0,0,8,Delegate Agency
389,23,2,21,31,0,9,22,12,26,9,0,7,13,0,6,1,21,6,0,4,Delegate Agency
390,12,0,19,9,0,8,31,11,26,7,0,36,15,3,2,1,21,12,0,3,Delegate Agency
391,259,6,33,227,0,25,279,24,27,51,4,139,13,9,27,31,47,2,5,19,Delegate Agency
392,26,0,7,35,0,24,1,15,28,7,0,14,15,0,2,1,19,1,0,17,Delegate Agency
393,273,15,51,304,0,33,7,29,50,64,3,150,16,15,35,41,139,11,1,27,Delegate Agency
394,8,1,12,9,0,4,0,7,5,6,0,2,7,0,2,1,3,0,0,0,Delegate Agency
395,23,0,18,28,0,6,0,9,12,11,0,3,10,0,3,1,16,1,0,5,Delegate Agency
396,24,1,27,35,0,12,0,13,19,6,0,12,23,0,3,1,33,1,0,15,Delegate Agency
397,10,0,17,18,0,12,1,15,11,5,0,11,14,0,4,4,2,0,0,5,Delegate Agency
398,154,57,50,262,1,51,10,31,60,78,2,108,39,12,37,43,191,8,2,33,Delegate Agency
399,3,0,6,8,0,17,5,3,9,0,0,1,6,4,0,1,13,0,0,0,Delegate Agency
400,24,0,11,33,0,9,0,15,22,11,0,11,12,2,2,1,22,1,0,2,Delegate Agency
401,17,0,15,26,0,8,0,8,14,9,0,12,19,0,12,1,28,1,0,15,Delegate Agency
402,10,0,12,21,0,9,0,10,17,3,0,17,25,0,2,2,21,0,0,1,Delegate Agency
403,157,13,12,226,1,30,4,17,75,59,0,74,12,14,24,29,90,10,0,18,Delegate Agency
404,82,1,24,60,0,4,6,31,32,14,0,40,17,10,18,35,61,13,0,11,Delegate Agency
405,292,30,27,313,0,28,7,36,40,59,1,141,19,13,30,43,118,14,1,22,Delegate Agency
406,37,0,6,24,0,11,0,14,16,10,0,4,9,2,1,4,21,2,0,2,Delegate Agency
407,25,0,12,33,0,12,0,13,20,8,0,9,13,0,3,1,16,0,0,3,Delegate Agency
408,110,5,15,94,0,19,1,18,25,23,0,42,28,7,18,26,86,16,0,18,Delegate Agency
409,144,70,22,225,0,30,30,16,56,40,0,78,21,10,16,17,64,2,1,31,Delegate Agency
410,33,0,13,39,0,10,0,10,22,8,0,12,10,0,15,1,20,0,0,9,Delegate Agency
411,32,0,11,28,0,7,0,24,21,13,0,7,22,1,6,1,65,0,0,3,Delegate Agency
412,311,130,29,391,0,44,5,35,95,93,1,128,18,26,57,62,179,54,1,28,Delegate Agency
413,189,14,20,263,1,34,5,24,84,55,3,103,24,14,28,33,95,10,1,36,Delegate Agency
414,22,1,12,34,0,8,0,12,13,8,0,10,14,0,2,1,24,1,0,17,Delegate Agency
415,145,10,28,218,0,26,42,14,69,41,2,80,17,9,18,17,64,2,1,24,Delegate Agency
416,191,31,17,311,1,45,4,31,85,76,1,108,30,14,32,54,95,15,1,29,Delegate Agency
417,126,8,11,174,0,28,204,15,26,58,2,82,10,14,12,27,34,16,1,9,Delegate Agency
418,28,0,12,18,0,10,2,7,10,2,0,5,9,4,1,3,3,3,0,8,Delegate Agency
419,25,0,12,39,0,17,0,15,21,8,0,11,23,0,1,1,18,0,0,2,Delegate Agency
420,24,1,21,35,0,10,0,12,13,6,0,11,21,0,6,1,22,1,0,4,Delegate Agency
421,13,0,6,14,0,8,2,5,12,5,0,11,2,5,2,2,12,4,0,2,Delegate Agency
422,226,50,29,386,1,45,12,37,96,100,0,132,26,38,36,74,200,29,0,35,Delegate Agency
423,26,1,11,26,0,6,0,11,12,7,0,8,7,0,2,1,18,0,0,2,Delegate Agency
424,32,2,31,39,0,14,0,25,22,10,0,6,28,0,4,1,39,0,0,7,Delegate Agency
425,31,3,19,31,0,22,0,13,11,16,0,13,11,0,6,5,22,2,0,5,Delegate Agency
426,291,32,27,351,1,39,8,38,33,79,2,157,24,12,29,65,89,14,1,21,Delegate Agency
427,146,11,32,235,2,31,7,24,41,54,1,79,24,9,9,31,24,5,0,16,Delegate Agency
428,27,0,9,26,0,3,0,10,17,7,0,12,18,0,2,2,19,0,0,2,Delegate Agency
429,249,25,70,153,1,46,25,34,58,67,4,147,52,9,14,30,22,5,3,27,Delegate Agency
430,274,16,43,319,0,30,27,28,52,65,0,143,18,11,35,44,150,16,0,25,Delegate Agency
431,183,31,28,306,1,47,5,30,91,68,0,119,44,16,32,50,94,9,0,33,Delegate Agency
432,24,13,9,34,0,21,2,19,16,9,0,13,21,0,1,0,13,1,0,6,Delegate Agency
433,24,1,16,25,0,3,1,9,7,5,0,4,7,0,1,1,10,2,0,1,Delegate Agency
434,21,0,13,25,0,11,1,10,28,15,0,38,4,4,6,1,28,13,0,8,Delegate Agency
435,237,46,70,329,1,60,5,42,107,98,1,123,35,18,33,71,218,36,1,50,Delegate Agency
436,18,0,11,20,0,9,0,12,8,2,0,4,22,2,3,2,26,3,0,1,Delegate Agency
437,22,13,8,31,0,19,2,13,14,10,0,10,13,0,1,0,13,1,0,6,Delegate Agency
438,231,9,24,251,1,30,7,27,46,50,1,106,23,11,18,30,94,10,1,21,Delegate Agency
439,21,2,21,35,1,13,0,12,21,7,0,16,23,1,12,2,42,1,0,15,Delegate Agency
440,198,64,48,330,1,45,7,36,102,74,3,135,56,18,34,45,120,8,2,57,Delegate Agency
441,23,22,22,9,0,4,4,4,16,22,0,48,4,3,28,11,164,1,0,21,Delegate Agency
442,6,4,21,18,0,10,0,12,11,11,0,7,12,0,7,1,9,0,0,4,Delegate Agency
443,25,0,4,27,0,9,0,8,15,6,0,4,10,3,0,1,17,1,0,1,Delegate Agency
444,25,0,26,45,0,13,0,13,28,7,0,12,26,2,3,1,57,0,0,12,Delegate Agency
445,247,47,46,281,1,28,263,39,21,62,1,152,29,8,30,54,87,4,1,22,Delegate Agency
446,12,0,19,32,0,23,0,10,14,4,0,6,25,2,5,1,36,0,0,2,Delegate Agency
447,233,15,28,277,0,37,5,22,73,70,0,105,18,17,28,36,99,17,0,22,Delegate Agency
448,186,35,22,280,1,42,5,39,93,66,0,105,41,19,29,45,96,19,0,33,Delegate Agency
449,21,2,34,42,0,14,21,11,24,11,0,8,15,0,5,2,18,2,0,3,Delegate Agency
450,82,77,135,670,9,529,790,70,94,213,193,330,55,82,113,82,266,148,222,175,Commodities
451,72,106,163,572,4,628,555,100,214,243,207,368,81,75,83,75,89,113,232,171,Commodities
452,50,39,152,300,2,289,238,78,60,77,101,169,70,48,32,81,35,47,105,62,Commodities
453,100,183,185,647,6,591,642,138,100,270,245,452,87,92,145,101,154,121,271,207,Commodities
454,17,3,10,34,1,48,38,22,33,39,0,19,14,4,14,6,8,22,0,13,Commodities
455,0,1,3,2,0,5,1,2,3,1,0,0,0,3,0,1,1,0,0,1,Commodities
456,5,3,12,29,0,31,16,12,3,14,0,3,6,3,8,3,3,1,0,0,Commodities
457,32,61,165,366,3,288,356,69,55,122,59,282,85,52,59,62,52,28,55,72,Commodities
458,0,1,9,6,0,9,1,6,3,1,0,0,1,4,1,1,3,0,0,1,Commodities
459,59,99,161,354,1,320,335,80,60,110,63,266,72,54,63,93,58,46,57,92,Commodities
460,44,100,96,310,4,251,195,64,42,70,52,170,63,33,37,66,46,26,54,42,Commodities
461,2,0,7,4,0,4,1,7,5,1,0,0,2,8,0,0,7,0,0,3,Commodities
462,40,67,112,226,3,220,175,44,37,54,55,139,46,36,32,46,47,1,55,44,Commodities
463,16,22,19,93,1,39,14,27,14,14,0,35,28,2,22,28,12,9,0,5,Commodities
464,51,105,135,341,2,295,260,68,56,86,134,212,83,36,47,88,50,42,133,69,Commodities
465,3,1,12,39,0,22,15,8,4,11,0,3,5,2,3,3,5,1,0,2,Commodities
466,47,99,138,303,2,257,260,57,76,79,141,201,77,36,44,80,51,29,123,67,Commodities
467,0,1,7,9,0,11,1,9,2,1,0,0,2,8,1,1,5,0,0,2,Commodities
468,7,11,15,81,2,42,23,17,11,13,11,13,21,1,8,16,4,3,12,4,Commodities
469,0,1,7,8,0,6,1,11,3,0,0,0,2,7,0,0,5,0,0,2,Commodities
470,0,1,2,3,0,4,1,7,3,0,0,0,1,4,0,0,3,0,0,1,Commodities
471,62,77,210,496,3,470,623,60,80,187,188,288,49,94,85,70,105,101,190,179,Commodities
472,0,1,4,7,0,9,1,7,3,0,0,0,1,4,1,1,4,0,0,1,Commodities
473,53,78,191,450,3,430,542,67,76,182,210,285,58,79,79,57,126,74,239,161,Commodities
474,27,64,95,164,2,183,161,53,32,42,196,80,46,130,26,44,37,75,190,52,Commodities
475,45,66,120,277,4,206,165,55,43,56,40,132,67,38,25,63,31,24,43,45,Commodities
476,5,5,47,115,0,34,67,31,17,20,1,59,16,14,16,4,25,9,1,10,Commodities
477,5,2,17,34,0,30,17,7,4,7,0,4,3,2,3,3,3,1,0,0,Commodities
478,43,72,103,281,4,245,158,62,39,55,41,136,57,35,24,58,27,21,35,39,Commodities
479,2,0,1,1,0,4,1,4,3,0,0,0,1,5,0,0,3,0,0,2,Commodities
480,8,3,18,42,0,58,74,8,8,20,0,46,2,11,9,12,16,2,0,17,Commodities
481,3,1,7,25,0,23,16,7,4,6,0,1,3,2,4,4,4,1,0,0,Commodities
482,0,0,6,2,0,9,2,5,1,0,0,0,0,0,0,0,3,0,0,0,Commodities
483,0,1,13,10,0,6,1,14,2,0,0,0,4,16,1,0,9,0,0,4,Commodities
484,0,1,6,5,0,25,3,5,3,0,0,0,0,1,0,0,3,0,0,0,Commodities
485,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Commodities
486,91,177,187,657,4,574,640,107,101,263,248,448,81,89,145,97,148,114,274,198,Commodities
487,2,1,4,4,0,7,1,3,1,3,0,2,0,0,1,1,5,0,0,0,Commodities
488,11,11,24,90,1,45,14,26,8,13,0,27,29,2,5,22,5,4,0,5,Commodities
489,2,0,2,3,0,4,1,5,3,0,0,0,1,5,0,0,3,0,0,2,Commodities
490,2,0,4,6,0,4,1,9,8,0,0,0,3,12,0,3,6,0,0,4,Commodities
491,47,67,166,325,2,338,277,67,32,78,138,148,90,52,36,81,48,40,135,75,Commodities
492,0,1,17,22,0,23,1,30,4,1,0,2,8,27,1,1,15,0,0,7,Commodities
493,52,87,141,358,4,309,250,91,64,80,52,365,84,49,44,70,69,29,46,44,Commodities
494,63,112,232,380,17,377,345,118,79,125,118,212,69,55,60,69,77,66,117,71,Commodities
495,49,92,114,302,4,245,197,64,42,69,47,150,66,30,42,64,44,29,49,44,Commodities
496,0,0,1,2,0,3,1,3,2,0,0,0,0,0,0,0,1,0,0,0,Commodities
497,26,56,119,229,2,190,216,34,36,63,21,152,36,38,39,39,40,8,17,43,Commodities
498,43,107,240,469,3,500,564,99,187,213,170,404,49,64,120,67,123,139,185,156,Commodities
499,1,1,8,9,0,9,1,5,8,5,0,1,1,0,3,1,1,0,0,0,Commodities
500,73,175,173,633,4,551,597,108,101,250,225,397,83,87,135,79,142,106,254,182,Commodities
501,2,0,1,1,0,4,1,3,4,0,0,0,1,4,0,0,3,0,0,2,Commodities
502,2,0,4,2,0,4,1,5,3,0,0,0,1,5,0,0,3,0,0,2,Commodities
503,51,77,134,286,4,243,209,51,40,61,45,171,66,38,33,68,59,1,44,45,Commodities
504,0,1,6,8,0,8,1,7,1,0,0,0,1,4,1,1,3,0,0,1,Commodities
505,2,1,4,11,0,9,1,5,1,0,0,0,1,3,0,0,3,0,0,1,Commodities
506,48,105,149,299,2,261,262,79,76,157,122,196,84,40,46,139,42,132,122,68,Commodities
507,0,0,1,2,0,10,2,5,3,0,0,0,0,0,0,0,2,0,0,0,Commodities
508,35,96,97,311,4,248,166,76,35,66,49,164,75,33,45,63,40,26,50,42,Commodities
509,37,85,181,389,2,280,346,77,61,142,5,271,71,62,62,81,58,51,5,85,Commodities
510,2,0,3,2,0,4,1,4,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
511,2,0,2,1,0,4,1,3,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
512,2,1,5,16,0,19,8,7,3,7,0,2,3,1,2,1,3,1,0,0,Commodities
513,2,0,2,2,0,4,1,3,2,0,0,0,1,5,0,0,3,0,0,2,Commodities
514,36,128,180,464,3,455,506,88,99,188,203,338,62,56,102,54,100,88,222,156,Commodities
515,41,115,151,481,2,493,528,95,91,197,259,358,70,58,97,61,113,89,247,181,Commodities
516,2,2,15,11,0,9,1,11,4,5,0,7,3,5,5,0,5,0,0,3,Commodities
517,266,96,83,422,32,127,267,64,56,118,159,184,77,24,52,91,135,53,144,51,Commodities
518,91,188,184,626,3,630,723,100,120,253,222,390,75,90,158,146,145,167,248,187,Commodities
519,2,0,3,1,0,4,1,5,3,0,0,0,1,5,0,0,3,0,0,2,Commodities
520,15,4,40,88,0,37,53,45,19,25,0,50,14,10,19,4,23,6,0,9,Commodities
521,0,0,0,2,0,8,1,4,2,2,0,0,0,0,0,0,2,1,0,0,Commodities
522,35,78,116,278,3,261,202,46,37,85,96,133,64,46,45,67,37,56,84,98,Commodities
523,14,3,14,50,0,45,84,7,9,23,0,48,1,10,11,12,12,2,0,17,Commodities
524,2,0,5,3,0,4,1,5,4,0,0,0,1,5,1,0,3,0,0,2,Commodities
525,11,3,27,70,0,68,95,8,6,28,1,44,2,10,14,10,17,3,1,18,Commodities
526,2,0,1,2,0,4,1,6,4,0,0,0,1,5,0,0,3,0,0,2,Commodities
527,14,3,23,54,0,54,63,7,7,16,1,13,1,7,5,6,13,3,1,1,Commodities
528,35,59,120,240,3,220,176,44,39,56,43,207,43,33,38,50,48,3,38,38,Commodities
529,64,78,220,497,3,468,618,60,86,197,194,288,49,95,91,69,105,101,197,178,Commodities
530,11,22,22,59,1,18,3,23,4,11,0,14,30,6,6,4,4,2,0,5,Commodities
531,60,51,284,519,7,614,521,106,233,222,219,634,84,68,72,87,59,185,299,268,Commodities
532,0,0,1,2,0,7,4,5,1,0,0,0,0,0,0,0,2,0,0,0,Commodities
533,2,1,11,15,0,19,7,10,4,11,0,3,4,1,4,1,1,1,0,0,Commodities
534,52,85,101,278,4,225,157,66,37,58,41,129,70,41,30,62,49,25,43,42,Commodities
535,39,37,103,269,4,210,163,41,33,75,68,140,59,24,19,45,16,93,69,56,Commodities
536,68,101,186,534,3,493,596,91,99,199,209,328,70,81,114,90,135,104,241,167,Commodities
537,71,159,189,579,5,545,569,112,102,239,209,384,83,79,130,80,149,114,242,171,Commodities
