,agreement,business,chicago,city,consultant,contract,contractor,date,department,may,mbe,must,name,order,required,section,services,shall,wbe,work,Contract Type
1066,24,2,36,53,8,23,1,13,14,3,4,6,9,0,7,2,22,4,3,1,Arch Engineering
1067,98,90,136,580,68,593,718,69,98,258,188,427,82,236,139,75,326,129,216,262,Arch Engineering
1068,77,58,91,541,69,432,638,63,75,195,64,296,22,118,114,75,203,92,76,130,Arch Engineering
1069,248,74,79,361,264,99,76,55,43,100,151,185,61,31,51,63,153,41,149,55,Arch Engineering
1070,122,78,129,545,93,479,675,86,94,247,214,388,81,261,116,80,286,107,256,183,Arch Engineering
1071,3,1,10,13,0,25,5,8,2,8,0,1,7,0,2,0,3,0,0,2,Arch Engineering
1072,245,3,49,112,267,63,21,43,31,80,72,148,26,11,21,9,30,25,63,46,Arch Engineering
1073,15,2,16,25,4,8,3,7,6,8,0,2,4,1,6,4,10,1,0,2,Arch Engineering
1074,5,1,15,37,3,29,20,9,10,14,0,7,5,3,6,7,11,0,0,2,Arch Engineering
1075,13,7,23,26,19,40,21,25,12,9,16,2,33,3,13,5,25,4,11,10,Arch Engineering
1076,11,2,10,32,5,20,16,6,4,10,0,4,4,2,3,10,6,1,0,0,Arch Engineering
1077,294,49,100,353,337,88,73,61,48,106,180,255,53,32,59,44,162,37,170,90,Arch Engineering
1078,1,0,4,4,0,6,1,3,1,2,0,2,0,0,1,1,1,0,0,0,Arch Engineering
1079,297,131,113,494,318,118,71,77,50,113,153,221,88,31,59,84,169,43,149,63,Arch Engineering
1080,264,37,73,192,301,107,84,72,43,121,161,233,55,38,35,25,55,47,151,78,Arch Engineering
1081,20,11,58,85,22,53,18,24,28,14,40,14,27,4,9,19,50,5,38,34,Arch Engineering
1082,236,44,71,298,286,66,50,39,32,74,132,147,22,16,33,48,132,37,116,49,Arch Engineering
1083,283,52,83,349,386,80,55,65,49,133,2,197,50,26,51,92,202,91,1,40,Arch Engineering
1084,338,89,169,503,509,167,84,86,118,191,170,354,52,93,95,79,296,81,161,145,Arch Engineering
1085,257,27,74,306,372,68,65,48,48,101,29,197,18,69,50,53,175,40,31,48,Arch Engineering
1086,272,51,82,335,296,81,61,54,35,90,148,168,34,16,44,50,153,36,148,54,Arch Engineering
1087,0,1,3,6,0,7,1,3,3,1,0,0,0,1,1,0,2,0,0,0,Arch Engineering
1088,112,74,136,553,131,452,668,75,103,240,218,422,79,253,128,56,281,123,258,177,Arch Engineering
1089,258,37,59,306,313,87,73,63,33,103,45,201,51,19,39,55,60,29,48,41,Arch Engineering
1090,11,7,14,18,7,12,2,7,4,5,0,1,2,0,3,6,8,4,0,0,Arch Engineering
1091,315,79,82,408,405,107,71,60,56,120,5,214,37,24,53,82,159,45,3,64,Arch Engineering
1092,17,3,13,34,5,20,14,5,7,8,0,4,3,4,5,10,11,0,0,1,Arch Engineering
1093,267,42,98,209,294,138,119,82,53,124,161,205,72,27,46,44,51,50,134,92,Arch Engineering
1094,262,26,53,295,386,55,20,30,79,99,49,227,15,61,55,52,166,19,45,43,Arch Engineering
1095,15,3,15,24,14,31,13,13,4,8,1,6,26,3,7,2,19,0,1,4,Arch Engineering
1096,8,4,10,16,5,12,5,8,6,1,16,2,14,0,1,0,8,1,15,0,Arch Engineering
1097,5,1,5,5,0,10,1,4,3,3,0,3,0,0,1,1,5,0,0,0,Arch Engineering
1098,1,0,3,4,1,2,1,2,2,0,0,0,2,0,0,0,1,0,0,0,Arch Engineering
1099,16,3,19,30,6,18,15,6,7,7,0,5,4,3,3,6,9,0,0,1,Arch Engineering
1100,4,2,2,4,5,2,1,3,3,0,0,0,0,0,0,0,4,0,0,0,Arch Engineering
1101,275,80,103,464,312,175,133,59,52,131,142,208,47,34,86,65,219,50,139,88,Arch Engineering
1102,271,37,85,308,297,86,75,49,32,87,162,168,37,19,52,52,157,39,161,50,Arch Engineering
1103,279,33,67,306,301,70,60,51,62,81,87,161,9,106,45,51,200,43,76,41,Arch Engineering
1104,28,19,15,32,4,51,16,27,7,18,0,11,7,2,12,48,26,4,0,4,Arch Engineering
1105,17,1,11,18,5,11,3,6,7,6,0,3,2,1,3,3,8,0,0,1,Arch Engineering
1106,28,6,11,28,4,25,16,6,6,13,0,4,4,2,9,8,15,0,0,6,Arch Engineering
1107,319,77,87,383,421,105,67,43,57,134,121,232,8,140,52,72,190,65,116,80,Arch Engineering
1108,6,1,3,2,4,2,1,3,3,1,0,0,1,1,0,0,1,0,0,0,Arch Engineering
1109,18,29,43,72,24,26,17,23,28,16,42,12,43,0,5,3,29,0,37,20,Arch Engineering
1110,291,39,80,367,449,100,78,56,38,122,181,220,33,41,72,63,156,140,155,126,Arch Engineering
1111,23,7,18,22,15,11,2,7,6,11,0,4,8,0,6,7,8,4,0,0,Arch Engineering
1112,301,48,63,342,371,156,77,63,43,111,4,213,40,17,49,65,111,8,1,76,Arch Engineering
1113,296,45,105,377,323,105,64,62,39,91,178,180,45,35,43,51,162,40,175,60,Arch Engineering
1114,310,76,92,382,396,106,69,45,56,126,107,223,12,130,51,69,177,61,108,78,Arch Engineering
1115,263,18,48,282,328,46,74,64,31,79,1,146,136,16,31,50,139,12,1,21,Arch Engineering
1116,300,36,81,364,432,73,67,54,42,120,106,238,11,101,55,59,151,44,110,94,Arch Engineering
1117,283,50,68,389,350,92,42,59,37,102,52,218,41,41,47,69,154,25,42,33,Arch Engineering
1118,313,53,81,353,404,95,59,55,44,106,7,197,26,21,48,62,173,40,3,56,Arch Engineering
1119,11,1,7,28,6,20,12,10,5,12,0,5,5,2,3,3,10,0,0,1,Arch Engineering
1120,17,8,16,42,14,11,6,16,12,8,14,11,19,0,7,2,22,0,17,8,Arch Engineering
1121,11,2,13,30,6,23,16,14,6,7,0,4,4,2,6,10,7,0,0,0,Arch Engineering
1122,85,74,144,589,174,440,615,64,88,239,185,357,35,217,118,65,231,111,216,166,Arch Engineering
1123,144,65,152,528,144,479,577,88,89,283,180,396,60,193,129,51,306,86,203,174,Arch Engineering
1124,78,22,129,572,43,647,602,68,83,219,196,306,78,277,45,60,149,110,229,206,Arch Engineering
1125,21,5,35,45,17,29,12,22,24,10,27,9,15,0,5,2,27,0,24,13,Arch Engineering
1126,326,80,103,402,414,122,81,51,65,136,137,235,41,149,51,69,195,71,136,81,Arch Engineering
1127,17,5,13,37,6,21,14,6,9,8,0,5,5,3,5,8,9,0,0,2,Arch Engineering
1128,36,7,30,56,17,69,52,22,19,16,1,13,40,4,24,8,57,5,0,22,Arch Engineering
1129,303,50,92,339,347,82,71,52,52,92,127,201,36,92,51,64,188,46,128,56,Arch Engineering
1130,12,4,14,20,8,9,3,7,7,2,14,8,10,1,3,3,16,1,11,6,Arch Engineering
1131,331,89,128,468,502,160,79,64,100,171,168,337,51,94,88,78,233,80,169,147,Arch Engineering
1132,26,30,36,115,10,43,13,22,21,15,0,21,16,0,9,19,20,8,0,2,Arch Engineering
1133,20,3,50,69,14,36,14,12,24,3,41,1,23,0,3,3,19,3,28,12,Arch Engineering
1134,303,35,71,339,404,83,56,47,51,114,120,261,12,132,64,54,209,41,120,59,Arch Engineering
1135,292,60,64,398,383,107,91,66,48,123,163,237,56,113,59,79,167,46,161,80,Arch Engineering
1136,276,40,105,353,395,86,25,61,88,127,51,239,26,76,60,53,210,22,49,55,Arch Engineering
1137,269,20,68,213,281,100,56,68,33,123,72,176,53,19,20,36,44,33,67,77,Arch Engineering
1138,280,45,90,329,291,90,63,50,33,93,194,177,45,18,43,56,149,37,184,60,Arch Engineering
1139,269,35,71,322,387,62,20,40,79,108,49,238,16,62,56,54,189,22,50,50,Arch Engineering
1140,275,35,73,310,362,82,58,43,50,88,113,228,10,123,65,54,203,34,111,53,Arch Engineering
1141,35,3,24,42,39,22,14,12,7,16,0,21,9,7,9,17,25,4,0,4,Arch Engineering
1142,18,1,16,22,17,30,28,10,12,20,0,9,11,5,17,11,28,3,0,6,Arch Engineering
1143,14,2,9,19,3,15,6,7,7,8,0,2,4,3,5,4,9,0,0,0,Arch Engineering
1144,279,70,73,399,312,65,51,52,31,88,118,207,44,26,50,70,169,29,120,58,Arch Engineering
1145,241,35,65,328,343,92,70,45,33,96,47,184,17,69,57,56,172,22,46,55,Arch Engineering
1146,17,3,11,35,6,17,14,6,7,8,0,5,4,3,4,8,10,0,0,0,Arch Engineering
1147,270,30,59,294,301,63,25,36,26,80,63,148,20,28,29,44,154,13,62,25,Arch Engineering
1148,21,39,82,150,25,64,29,42,9,27,119,36,74,13,13,12,56,1,105,47,Arch Engineering
1149,8,1,3,5,8,12,2,3,1,0,1,0,1,0,1,3,9,1,1,2,Arch Engineering
1150,274,17,102,329,293,89,48,43,38,80,142,165,28,14,42,45,122,42,130,51,Arch Engineering
1151,13,4,12,33,3,20,17,5,8,8,0,5,3,2,5,9,7,1,0,1,Arch Engineering
1152,119,80,139,560,131,477,670,98,101,246,218,419,84,253,135,62,297,128,258,184,Arch Engineering
1153,265,11,61,158,280,79,46,47,35,90,162,180,33,29,9,29,42,43,153,52,Arch Engineering
1154,307,47,117,374,339,93,68,57,54,93,123,198,36,86,51,64,185,48,121,52,Arch Engineering
1155,8,2,5,7,2,3,1,3,3,0,0,0,2,1,0,1,3,0,0,0,Arch Engineering
1156,0,1,2,6,0,6,1,2,2,0,0,0,0,0,1,0,2,0,0,0,Arch Engineering
1157,9,1,6,13,28,16,1,6,8,9,0,38,2,9,9,3,6,1,0,1,Arch Engineering
1158,16,1,20,26,12,28,16,12,18,12,27,4,18,0,11,4,16,4,26,9,Arch Engineering
1159,293,20,92,312,363,54,64,37,47,93,1,162,8,20,39,68,165,21,1,47,Arch Engineering
1160,15,2,10,17,5,14,3,8,8,6,0,3,4,1,5,2,12,0,0,2,Arch Engineering
1161,321,93,114,400,414,133,103,58,66,140,2,219,62,37,96,73,201,46,2,94,Arch Engineering
1162,25,9,46,73,31,71,41,43,28,32,0,14,41,7,41,21,50,37,0,33,Arch Engineering
1163,14,2,9,19,3,15,7,7,7,6,0,3,3,3,4,6,8,0,0,2,Arch Engineering
1164,15,2,11,18,6,8,4,7,6,7,0,3,5,2,3,2,9,0,0,1,Arch Engineering
1165,7,0,6,5,5,4,1,4,3,0,0,0,2,1,0,0,4,0,0,0,Arch Engineering
1166,93,92,135,570,67,634,723,66,98,260,192,425,78,326,136,71,453,128,226,261,Arch Engineering
1167,284,41,48,346,378,124,40,43,36,103,0,205,20,17,44,54,151,15,0,67,Arch Engineering
1168,13,1,16,15,6,12,9,10,7,5,0,4,13,1,5,4,13,2,0,2,Arch Engineering
1169,31,18,70,113,14,42,11,30,52,21,73,21,40,2,15,6,42,2,64,37,Arch Engineering
1170,20,2,35,46,17,26,14,15,29,13,44,5,24,2,4,0,17,1,39,14,Arch Engineering
1171,20,3,23,32,23,20,18,10,5,9,0,8,8,7,8,16,25,5,0,8,Arch Engineering
1172,37,11,39,32,15,69,52,33,33,23,0,13,42,17,56,21,64,10,0,37,Arch Engineering
1173,0,1,2,5,0,6,1,2,1,0,0,0,0,0,1,0,2,0,0,0,Arch Engineering
1174,27,12,12,34,4,27,19,19,7,17,0,14,3,2,12,24,15,5,0,8,Arch Engineering
1175,288,50,75,362,305,93,53,51,43,93,33,218,31,63,47,62,156,30,36,24,Arch Engineering
1176,11,2,13,34,6,27,17,10,4,17,0,6,7,2,8,10,8,0,0,0,Arch Engineering
1177,22,4,20,46,8,20,14,11,7,11,0,6,7,3,4,5,14,4,0,1,Arch Engineering
1178,29,7,18,57,53,14,4,14,8,18,17,23,14,15,6,3,27,1,17,6,Arch Engineering
1179,277,34,59,288,338,86,81,47,44,128,104,208,12,56,57,58,163,58,95,65,Arch Engineering
1180,83,19,118,591,42,640,604,62,75,208,194,311,73,315,48,63,121,105,232,208,Arch Engineering
1181,67,13,63,87,44,107,78,62,30,47,50,17,61,10,45,30,99,45,47,48,Arch Engineering
1182,8,0,4,6,6,5,3,4,4,0,0,1,3,1,0,4,3,0,0,0,Arch Engineering
1183,42,4,19,58,63,25,39,8,7,11,3,9,3,36,5,30,38,27,5,6,Arch Engineering
1184,237,27,62,300,325,76,45,36,26,75,33,172,20,61,41,54,148,16,35,19,Arch Engineering
1185,99,90,146,592,69,624,722,65,102,264,185,427,84,305,138,75,408,129,228,261,Arch Engineering
1186,263,35,102,337,256,119,95,48,47,87,139,151,28,19,54,55,146,52,139,46,Arch Engineering
1187,123,102,140,575,154,513,664,76,104,262,271,481,42,322,153,72,365,120,316,241,Arch Engineering
1188,272,39,75,304,311,84,76,45,36,85,140,169,32,33,42,51,149,41,131,51,Arch Engineering
1189,7,0,3,4,1,4,1,4,3,1,0,1,2,1,0,1,1,0,0,0,Arch Engineering
1190,12,8,16,22,8,19,1,9,7,17,2,3,5,1,7,9,9,4,2,0,Arch Engineering
1191,277,39,63,334,336,61,31,39,39,96,45,217,15,26,51,37,160,12,43,59,Arch Engineering
1192,7,2,17,32,0,29,23,11,7,13,1,5,6,3,5,6,11,8,1,3,Arch Engineering
1193,4,2,11,26,0,28,21,8,7,9,1,6,3,5,3,5,8,5,1,3,Arch Engineering
1194,2,1,2,3,0,3,1,3,2,0,0,0,0,1,0,0,1,0,0,0,Arch Engineering
1195,14,2,8,12,5,7,1,3,6,0,0,3,2,1,1,4,6,0,0,0,Arch Engineering
1196,70,53,113,488,20,620,634,69,87,218,189,412,92,293,92,74,178,116,204,231,Arch Engineering
1197,293,78,123,429,319,145,110,65,64,118,195,263,57,57,57,76,176,58,191,87,Arch Engineering
1198,65,86,109,482,18,624,569,61,72,191,170,330,52,307,90,48,226,103,201,208,Arch Engineering
1199,114,75,138,554,134,463,666,80,103,244,229,425,79,268,133,60,286,124,262,179,Arch Engineering
1200,25,3,32,56,17,18,15,12,12,10,0,15,6,7,7,6,16,4,0,2,Arch Engineering
1201,118,97,142,586,151,564,665,75,104,258,281,476,46,371,149,72,483,123,319,241,Arch Engineering
1202,83,63,120,547,127,423,604,71,98,219,97,385,58,145,122,58,231,99,101,126,Arch Engineering
1203,34,17,81,153,39,53,14,46,26,38,104,52,64,18,10,27,39,7,109,31,Arch Engineering
1204,344,90,97,479,452,141,95,65,72,156,146,323,73,187,61,97,223,74,133,85,Arch Engineering
1205,121,86,117,504,129,472,573,89,88,231,187,370,55,126,143,100,275,132,210,171,Arch Engineering
1206,274,48,95,342,387,77,58,49,89,119,164,257,34,73,65,64,180,44,162,76,Arch Engineering
1207,21,0,4,28,21,4,1,4,4,3,2,13,2,2,1,3,6,0,2,3,Arch Engineering
1208,13,1,4,7,4,3,1,2,4,0,0,2,2,1,0,2,6,0,0,0,Arch Engineering
1209,10,1,2,4,14,2,1,5,2,0,3,0,1,3,1,4,10,3,3,0,Arch Engineering
1210,0,1,4,5,0,7,1,5,2,0,0,0,1,4,1,1,4,0,0,1,Arch Engineering
1211,8,6,13,15,2,11,8,6,4,1,0,0,5,4,2,9,2,4,0,0,Arch Engineering
1212,7,0,1,1,0,3,1,4,3,0,0,0,2,1,0,0,2,0,0,0,Arch Engineering
1213,40,1,23,39,37,17,12,14,10,9,0,30,3,16,5,4,23,1,0,5,Arch Engineering
1214,21,9,33,58,15,31,15,14,9,13,38,15,30,1,6,2,17,2,29,19,Arch Engineering
1215,17,3,16,36,4,16,14,11,8,8,0,5,4,4,4,8,11,0,0,0,Arch Engineering
1216,91,54,135,636,40,675,669,73,95,225,194,310,86,331,70,60,157,113,233,236,Arch Engineering
1217,44,13,56,51,45,33,13,20,19,25,0,19,36,5,14,12,55,13,3,37,Arch Engineering
1218,14,2,7,9,6,5,1,11,9,7,0,6,2,0,5,0,1,0,0,0,Arch Engineering
1219,239,28,58,299,326,64,34,40,27,84,33,181,14,71,45,53,148,19,38,22,Arch Engineering
1220,260,35,75,312,314,59,39,42,29,69,99,160,29,73,39,48,149,27,95,36,Arch Engineering
1221,339,77,105,532,608,83,5,62,83,138,136,235,44,183,70,73,221,115,147,94,Arch Engineering
1222,0,1,5,5,0,9,1,6,2,0,0,0,1,4,1,1,5,0,0,1,Arch Engineering
1223,327,82,97,393,424,112,80,50,62,134,131,238,44,148,55,74,197,71,135,82,Arch Engineering
1224,0,1,2,5,0,7,1,3,1,0,0,0,0,0,1,0,2,0,0,0,Arch Engineering
1225,262,37,74,298,319,73,47,43,27,79,92,165,26,70,42,54,160,27,96,43,Arch Engineering
1226,10,1,9,12,3,5,2,3,5,2,1,0,2,3,0,0,3,1,2,0,Arch Engineering
1227,5,2,3,6,5,4,1,4,2,0,0,0,1,0,1,0,3,0,0,0,Arch Engineering
1228,8,0,4,6,2,4,1,4,3,0,0,1,2,1,0,1,3,0,0,0,Arch Engineering
1229,25,6,51,39,21,29,20,19,13,10,0,9,22,5,17,5,35,2,1,22,Arch Engineering
1230,21,5,19,37,16,15,13,15,6,8,40,13,27,1,5,2,15,0,27,14,Arch Engineering
1231,2,1,4,6,0,7,1,4,2,1,0,2,2,0,1,1,2,1,0,0,Arch Engineering
1232,3,1,7,7,0,10,1,4,1,2,0,3,0,0,1,1,5,1,0,0,Arch Engineering
1233,262,38,97,338,312,90,70,45,47,79,140,163,32,14,46,44,130,42,134,46,Arch Engineering
1234,27,16,9,30,5,35,15,14,7,11,0,7,7,2,14,17,17,2,0,7,Arch Engineering
1235,322,40,83,478,397,100,86,48,46,101,151,166,32,40,88,59,264,49,148,59,Arch Engineering
1236,10,4,27,32,12,12,8,10,13,3,26,3,20,0,1,0,8,0,30,7,Arch Engineering
1237,112,69,113,511,128,539,574,81,143,240,199,369,60,130,139,62,386,121,225,167,Arch Engineering
1238,23,4,19,34,16,22,29,6,6,8,1,8,2,8,4,21,11,7,1,2,Arch Engineering
1239,24,22,25,91,18,34,21,25,14,17,16,27,39,2,8,23,9,3,6,7,Arch Engineering
1240,23,11,41,57,13,18,9,24,14,13,38,15,30,4,9,2,34,0,34,30,Arch Engineering
1241,10,5,19,27,14,18,19,11,11,5,5,3,21,0,8,5,10,2,0,3,Arch Engineering
1242,16,4,29,52,13,17,6,10,7,7,27,5,19,0,3,2,19,1,30,8,Arch Engineering
1243,16,4,24,21,13,35,30,27,11,16,0,9,25,1,16,7,21,3,0,13,Arch Engineering
1244,12,0,9,2,12,11,1,14,5,3,0,2,4,9,6,1,15,5,0,21,Arch Engineering
1245,287,81,111,422,317,143,113,69,47,126,139,196,74,43,64,73,158,52,139,49,Arch Engineering
1246,11,4,9,15,30,15,9,5,2,2,17,2,5,2,7,3,22,30,16,4,Arch Engineering
1247,13,2,5,10,2,5,1,2,4,0,0,2,2,1,0,0,3,0,0,0,Arch Engineering
1248,12,1,8,11,2,6,2,3,6,2,1,1,4,3,0,1,3,0,2,0,Arch Engineering
1249,23,5,10,21,8,14,6,20,5,9,28,5,18,0,2,7,13,3,20,5,Arch Engineering
1250,15,3,12,14,8,8,2,15,14,6,0,6,6,0,8,4,11,4,0,19,Arch Engineering
1251,22,5,15,38,6,20,12,8,6,12,0,4,5,3,4,9,14,0,0,1,Arch Engineering
1252,337,86,147,472,507,157,87,74,108,187,188,343,61,95,90,79,256,85,178,149,Arch Engineering
1253,35,4,34,59,4,38,14,8,9,9,0,5,7,4,5,15,12,4,0,2,Arch Engineering
1254,23,3,20,34,16,22,29,7,7,11,3,8,4,9,4,21,14,9,3,2,Arch Engineering
1255,303,46,90,337,347,81,70,52,48,90,131,201,37,92,51,65,191,45,131,53,Arch Engineering
1256,11,6,10,34,6,30,16,10,4,27,0,8,7,3,4,10,9,0,0,0,Arch Engineering
1257,28,2,36,16,9,20,11,11,11,6,6,5,15,0,4,2,15,0,2,17,Arch Engineering
1258,276,41,84,333,297,102,94,53,38,96,165,174,42,21,49,60,165,46,162,52,Arch Engineering
1259,0,1,2,6,0,7,1,3,1,0,0,0,0,0,1,0,2,0,0,0,Arch Engineering
1260,41,4,22,37,52,21,7,14,8,8,25,21,16,13,6,8,41,8,16,1,Arch Engineering
1261,18,4,14,34,5,19,13,11,8,14,0,5,5,3,6,8,7,0,0,1,Arch Engineering
1262,7,0,5,4,2,4,1,3,3,1,0,1,2,1,0,1,1,0,0,0,Arch Engineering
1263,344,62,154,399,32,79,383,60,37,94,166,196,36,55,48,59,183,42,151,65,Arch Engineering
1264,285,44,83,361,368,72,57,45,38,104,120,184,10,101,49,54,195,39,111,50,Arch Engineering
1265,317,95,129,427,409,101,57,58,48,151,11,218,69,37,65,64,146,38,8,89,Arch Engineering
1266,69,57,106,536,48,618,695,88,141,213,1,358,56,77,118,63,257,85,2,205,Arch Engineering
1267,8,2,9,23,1,31,25,8,9,15,1,5,4,1,5,5,14,5,1,2,Arch Engineering
1268,12,10,21,37,13,13,8,13,4,5,36,5,22,0,2,3,8,0,37,8,Arch Engineering
1269,279,54,127,391,389,116,53,84,97,150,168,268,39,78,71,64,194,51,168,78,Arch Engineering
1270,16,4,38,39,13,24,7,13,24,9,14,10,13,5,7,2,17,2,22,16,Arch Engineering
1271,277,70,103,407,307,113,91,62,49,106,149,190,51,21,50,72,149,48,151,52,Arch Engineering
1272,50,18,50,50,24,85,56,65,27,35,0,32,49,6,38,11,76,11,0,25,Arch Engineering
1273,81,119,122,531,66,427,563,70,82,204,149,343,57,207,110,74,244,99,175,152,Arch Engineering
1274,2,0,3,2,0,1,1,4,2,0,0,0,1,1,0,0,1,0,0,0,Arch Engineering
1275,7,1,6,3,2,3,1,3,5,1,0,0,2,1,0,1,4,0,0,0,Arch Engineering
1276,17,2,16,22,16,13,7,15,8,14,22,3,24,2,7,4,9,13,19,2,Arch Engineering
1277,16,5,11,25,12,20,15,12,9,10,34,7,23,1,6,3,20,1,19,10,Arch Engineering
1278,323,64,129,357,401,184,117,101,55,206,2,276,116,29,61,69,53,72,5,110,Arch Engineering
1279,251,35,56,279,286,73,58,41,26,76,127,148,21,31,33,50,145,38,121,45,Arch Engineering
1280,98,90,139,580,69,603,717,71,102,262,188,427,81,267,138,75,367,129,225,261,Arch Engineering
1281,18,4,18,42,4,16,13,5,8,3,0,3,3,2,3,7,8,1,0,0,Arch Engineering
1282,288,72,120,401,334,125,85,63,47,108,171,237,54,31,65,77,168,48,166,57,Arch Engineering
1283,40,8,42,66,42,45,33,29,18,19,0,25,27,4,20,13,34,5,0,13,Arch Engineering
1284,16,2,12,20,8,13,10,11,6,6,0,4,13,2,6,3,6,1,0,2,Arch Engineering
1285,44,55,52,94,52,82,46,16,30,55,111,114,25,124,19,25,67,59,106,58,Arch Engineering
1286,96,70,115,478,101,414,569,66,80,212,173,341,50,198,90,56,245,89,184,166,Arch Engineering
1287,16,3,15,28,3,19,7,11,9,12,0,5,7,4,5,6,11,0,0,1,Arch Engineering
1288,21,4,13,36,7,21,13,6,8,8,0,6,4,3,3,9,13,1,0,1,Arch Engineering
1289,16,4,11,32,5,17,14,7,6,8,0,4,3,2,4,8,10,0,0,0,Arch Engineering
1290,295,70,71,410,313,108,74,61,50,124,134,250,68,123,49,94,178,47,124,48,Arch Engineering
1291,8,8,20,27,3,30,21,12,4,5,1,4,6,6,5,7,6,2,0,0,Arch Engineering
1292,2,1,5,7,0,8,1,4,1,2,0,2,0,0,1,1,3,0,0,0,Arch Engineering
1293,10,2,7,15,3,9,2,9,4,6,0,1,4,1,2,0,5,0,0,0,Arch Engineering
1294,9,1,4,6,3,4,1,1,4,0,0,2,2,0,0,3,5,0,0,0,Arch Engineering
1295,276,74,74,393,344,97,85,59,36,111,132,210,56,36,63,70,152,49,135,59,Arch Engineering
1296,119,76,144,559,131,461,663,76,105,243,222,419,81,254,131,56,319,129,261,177,Arch Engineering
1297,27,2,27,31,24,24,12,14,6,22,0,21,16,4,8,8,28,2,0,1,Arch Engineering
1298,21,2,23,26,14,19,14,14,9,5,4,3,21,2,10,5,16,1,5,8,Arch Engineering
1299,8,1,2,7,4,3,1,5,2,0,0,0,2,0,0,0,1,0,0,0,Arch Engineering
1300,11,7,14,16,8,14,1,6,5,7,2,1,4,1,4,8,3,2,2,0,Arch Engineering
1301,276,32,84,338,393,80,25,38,83,111,51,234,22,74,60,60,182,20,53,54,Arch Engineering
1302,11,2,11,15,7,11,2,5,6,5,0,1,3,0,2,4,7,2,0,1,Arch Engineering
1303,100,103,132,529,126,422,570,76,88,217,164,355,59,213,136,68,259,127,186,146,Arch Engineering
1304,17,23,30,60,7,19,13,16,15,20,18,9,10,6,8,15,19,11,10,4,Arch Engineering
1305,248,30,38,135,271,95,55,58,32,99,138,178,39,22,15,32,32,43,130,44,Arch Engineering
1306,119,116,136,540,126,512,574,89,88,225,157,360,61,295,142,71,350,129,189,151,Arch Engineering
1307,111,74,121,543,93,455,668,83,94,237,234,378,80,259,112,57,277,105,272,180,Arch Engineering
1308,7,1,4,9,2,5,1,6,3,0,0,0,6,1,0,0,3,0,0,0,Arch Engineering
1309,278,36,68,291,307,84,70,51,33,90,129,167,20,31,46,52,153,40,125,45,Arch Engineering
